merchant_id,month,transactions,tpv_inr,active_days,refund_count,support_tickets
M000009,2025-10,0,0.0,0,0,0
M000009,2025-11,144,69668.94,17,0,0
M000009,2025-12,0,0.0,0,0,0
M000009,2026-01,87,50690.8,26,0,0
M000009,2026-02,86,50672.1,13,0,1
M000009,2026-03,86,44315.18,12,0,0
M000009,2026-04,0,0.0,0,0,0
M000009,2026-05,0,0.0,0,0,0
M000009,2026-06,129,59730.97,21,0,0
M000010,2025-08,0,0.0,0,0,0
M000010,2025-09,198,90730.59,14,0,0
M000010,2025-10,323,140873.5,22,1,0
M000010,2025-11,378,139693.97,19,0,0
M000010,2025-12,410,187411.59,21,0,0
M000010,2026-01,0,0.0,0,0,0
M000010,2026-02,511,235463.2,15,2,0
M000010,2026-03,289,115638.7,26,0,0
M000010,2026-04,261,107060.13,24,0,0
M000010,2026-05,338,145741.2,13,0,0
M000010,2026-06,457,190809.58,17,0,0
M000011,2026-01,35,10253.21,20,0,0
M000011,2026-02,0,0.0,0,0,0
M000011,2026-03,31,9228.15,17,0,0
M000011,2026-04,0,0.0,0,0,0
M000011,2026-05,0,0.0,0,0,0
M000011,2026-06,0,0.0,0,0,0
M000012,2026-06,15,7781.36,12,0,0
M000013,2026-03,0,0.0,0,0,0
M000013,2026-04,215,157283.28,11,0,0
M000013,2026-05,0,0.0,0,0,2
M000013,2026-06,0,0.0,0,0,0
M000014,2026-04,0,0.0,0,0,0
M000014,2026-05,0,0.0,0,0,0
M000014,2026-06,83,31358.34,28,0,1
M000015,2026-03,0,0.0,0,0,0
M000015,2026-04,0,0.0,0,0,0
M000015,2026-05,0,0.0,0,0,0
M000015,2026-06,169,71785.04,14,0,0
M000016,2026-04,0,0.0,0,0,0
M000016,2026-05,0,0.0,0,0,0
M000016,2026-06,0,0.0,0,0,0
M000017,2026-01,0,0.0,0,0,0
M000017,2026-02,0,0.0,0,0,0
M000017,2026-03,0,0.0,0,0,0
M000017,2026-04,7,4576.74,24,0,0
M000017,2026-05,0,0.0,0,0,0
M000017,2026-06,0,0.0,0,0,0
M000018,2025-08,0,0.0,0,0,0
M000018,2025-09,0,0.0,0,0,0
M000018,2025-10,0,0.0,0,0,0
M000018,2025-11,0,0.0,0,0,0
M000018,2025-12,149,42495.0,22,0,0
M000018,2026-01,0,0.0,0,0,0
M000018,2026-02,0,0.0,0,0,0
M000018,2026-03,127,37261.57,22,0,0
M000018,2026-04,147,41185.54,22,0,0
M000018,2026-05,0,0.0,0,0,0
M000018,2026-06,0,0.0,0,0,1
M000019,2026-05,15,9417.58,17,0,0
M000019,2026-06,0,0.0,0,0,0
M000020,2025-12,0,0.0,0,0,0
M000020,2026-01,0,0.0,0,0,0
M000020,2026-02,0,0.0,0,0,1
M000020,2026-03,203,155236.16,23,0,0
M000020,2026-04,0,0.0,0,0,0
M000020,2026-05,254,174224.54,18,0,0
M000020,2026-06,0,0.0,0,0,0
M000021,2025-12,32,9559.87,20,1,0
M000021,2026-01,0,0.0,0,0,0
M000021,2026-02,0,0.0,0,0,0
M000021,2026-03,0,0.0,0,0,0
M000021,2026-04,0,0.0,0,0,0
M000021,2026-05,0,0.0,0,0,0
M000021,2026-06,0,0.0,0,0,0
M000022,2025-11,10,4562.08,14,0,0
M000022,2025-12,0,0.0,0,0,0
M000022,2026-01,0,0.0,0,0,0
M000022,2026-02,0,0.0,0,0,0
M000022,2026-03,0,0.0,0,0,0
M000022,2026-04,0,0.0,0,0,0
M000022,2026-05,12,6004.19,15,0,0
M000022,2026-06,1,442.16,11,0,0
M000023,2025-09,0,0.0,0,0,1
M000023,2025-10,0,0.0,0,0,0
M000023,2025-11,0,0.0,0,0,0
M000023,2025-12,14,6112.78,17,0,0
M000023,2026-01,0,0.0,0,0,0
M000023,2026-02,15,7228.78,17,0,0
M000023,2026-03,0,0.0,0,0,0
M000023,2026-04,0,0.0,0,0,0
M000023,2026-05,0,0.0,0,0,0
M000023,2026-06,0,0.0,0,0,0
M000024,2026-06,0,0.0,0,0,0
M000025,2026-04,0,0.0,0,0,0
M000025,2026-05,0,0.0,0,0,0
M000025,2026-06,35,18771.4,13,0,1
M000026,2026-02,0,0.0,0,0,0
M000026,2026-03,0,0.0,0,0,0
M000026,2026-04,0,0.0,0,0,0
M000026,2026-05,0,0.0,0,0,0
M000026,2026-06,0,0.0,0,0,0
M000027,2025-11,0,0.0,0,0,0
M000027,2025-12,17,9210.58,23,0,0
M000027,2026-01,0,0.0,0,0,0
M000027,2026-02,43,21035.5,21,0,1
M000027,2026-03,0,0.0,0,0,0
M000027,2026-04,0,0.0,0,0,0
M000027,2026-05,0,0.0,0,0,0
M000027,2026-06,0,0.0,0,0,0
M000028,2026-04,0,0.0,0,0,0
M000028,2026-05,0,0.0,0,0,0
M000028,2026-06,0,0.0,0,0,0
M000029,2026-01,0,0.0,0,0,0
M000029,2026-02,0,0.0,0,0,0
M000029,2026-03,25,11653.65,17,0,0
M000029,2026-04,0,0.0,0,0,0
M000029,2026-05,26,11068.8,22,0,1
M000029,2026-06,0,0.0,0,0,0
M000030,2025-12,0,0.0,0,0,0
M000030,2026-01,0,0.0,0,0,0
M000030,2026-02,0,0.0,0,0,0
M000030,2026-03,37,15310.97,14,0,0
M000030,2026-04,9,3490.16,22,0,0
M000030,2026-05,0,0.0,0,0,0
M000030,2026-06,31,11822.6,24,0,2
M000031,2025-12,0,0.0,0,0,0
M000031,2026-01,0,0.0,0,0,0
M000031,2026-02,625,170513.44,23,2,0
M000031,2026-03,342,99101.99,18,0,0
M000031,2026-04,0,0.0,0,0,0
M000031,2026-05,370,125258.1,19,1,0
M000031,2026-06,450,138468.84,23,0,0
M000032,2025-09,71,26958.34,24,0,0
M000032,2025-10,0,0.0,0,0,0
M000032,2025-11,0,0.0,0,0,0
M000032,2025-12,136,62145.74,14,0,0
M000032,2026-01,131,54325.82,16,1,0
M000032,2026-02,159,83446.07,23,0,0
M000032,2026-03,122,52873.72,19,0,0
M000032,2026-04,208,89406.48,14,1,0
M000032,2026-05,110,51557.72,7,0,0
M000032,2026-06,132,61470.1,13,0,0
M000033,2025-08,0,0.0,0,0,1
M000033,2025-09,213,64482.22,11,0,0
M000033,2025-10,304,99831.57,13,0,0
M000033,2025-11,346,108904.45,9,0,0
M000033,2025-12,372,122583.36,17,0,0
M000033,2026-01,184,58672.06,11,0,0
M000033,2026-02,111,37376.23,12,0,0
M000033,2026-03,419,111966.04,16,0,1
M000033,2026-04,288,107741.33,18,0,0
M000033,2026-05,338,103116.81,9,1,1
M000033,2026-06,379,120560.89,8,0,0
M000034,2026-01,0,0.0,0,0,0
M000034,2026-02,0,0.0,0,0,0
M000034,2026-03,0,0.0,0,0,0
M000034,2026-04,0,0.0,0,0,0
M000034,2026-05,15,10805.77,15,0,0
M000034,2026-06,0,0.0,0,0,0
M000035,2026-05,0,0.0,0,0,0
M000035,2026-06,0,0.0,0,0,0
M000036,2025-07,0,0.0,0,0,1
M000036,2025-08,0,0.0,0,0,0
M000036,2025-09,338,134955.08,9,1,0
M000036,2025-10,340,150616.19,25,0,0
M000036,2025-11,306,126270.77,30,1,0
M000036,2025-12,373,148359.72,13,0,0
M000036,2026-01,388,179450.52,20,0,0
M000036,2026-02,420,186745.45,10,1,0
M000036,2026-03,240,102230.26,17,0,0
M000036,2026-04,427,177844.75,17,0,0
M000036,2026-05,425,161083.1,15,0,0
M000036,2026-06,460,181763.32,20,0,0
M000037,2026-05,0,0.0,0,0,0
M000037,2026-06,0,0.0,0,0,0
M000038,2026-04,0,0.0,0,0,0
M000038,2026-05,0,0.0,0,0,0
M000038,2026-06,0,0.0,0,0,0
M000039,2025-10,0,0.0,0,0,0
M000039,2025-11,127,39827.17,19,0,0
M000039,2025-12,152,47190.28,21,0,1
M000039,2026-01,0,0.0,0,0,0
M000039,2026-02,145,46359.06,27,0,0
M000039,2026-03,141,41341.29,12,0,0
M000039,2026-04,0,0.0,0,0,0
M000039,2026-05,0,0.0,0,0,1
M000039,2026-06,0,0.0,0,0,0
M000040,2026-02,0,0.0,0,0,0
M000040,2026-03,0,0.0,0,0,0
M000040,2026-04,0,0.0,0,0,0
M000040,2026-05,207,90303.2,11,1,0
M000040,2026-06,472,199078.4,18,1,0
M000041,2025-08,0,0.0,0,0,0
M000041,2025-09,0,0.0,0,0,0
M000041,2025-10,0,0.0,0,0,0
M000041,2025-11,0,0.0,0,0,0
M000041,2025-12,0,0.0,0,0,0
M000041,2026-01,0,0.0,0,0,0
M000041,2026-02,0,0.0,0,0,0
M000041,2026-03,35,14004.49,21,0,0
M000041,2026-04,0,0.0,0,0,0
M000041,2026-05,0,0.0,0,0,1
M000041,2026-06,0,0.0,0,0,0
M000042,2026-04,0,0.0,0,0,0
M000042,2026-05,339,155758.06,20,1,0
M000042,2026-06,0,0.0,0,0,0
M000043,2026-03,0,0.0,0,0,0
M000043,2026-04,0,0.0,0,0,0
M000043,2026-05,266,90275.2,20,0,1
M000043,2026-06,0,0.0,0,0,0
M000044,2025-11,0,0.0,0,0,0
M000044,2025-12,0,0.0,0,0,0
M000044,2026-01,62,46356.92,24,0,1
M000044,2026-02,0,0.0,0,0,0
M000044,2026-03,0,0.0,0,0,0
M000044,2026-04,0,0.0,0,0,0
M000044,2026-05,0,0.0,0,0,0
M000044,2026-06,49,28103.06,26,0,0
M000045,2025-07,256,78504.25,19,0,0
M000045,2025-08,0,0.0,0,0,0
M000045,2025-09,0,0.0,0,0,0
M000045,2025-10,0,0.0,0,0,0
M000045,2025-11,288,89709.71,15,0,0
M000045,2025-12,246,80279.81,22,1,0
M000045,2026-01,257,81627.5,10,0,0
M000045,2026-02,429,129613.63,12,0,0
M000045,2026-03,285,87043.59,11,0,0
M000045,2026-04,311,80633.02,17,1,0
M000045,2026-05,278,89074.02,23,0,0
M000045,2026-06,275,77669.4,18,1,0
M000046,2026-06,0,0.0,0,0,0
M000047,2025-12,0,0.0,0,0,0
M000047,2026-01,35,16803.38,13,0,0
M000047,2026-02,0,0.0,0,0,0
M000047,2026-03,0,0.0,0,0,0
M000047,2026-04,0,0.0,0,0,0
M000047,2026-05,0,0.0,0,0,0
M000047,2026-06,0,0.0,0,0,0
M000048,2026-05,0,0.0,0,0,0
M000048,2026-06,157,51228.42,19,0,0
M000049,2026-03,0,0.0,0,0,0
M000049,2026-04,0,0.0,0,0,0
M000049,2026-05,0,0.0,0,0,0
M000049,2026-06,0,0.0,0,0,0
M000050,2026-04,0,0.0,0,0,0
M000050,2026-05,0,0.0,0,0,0
M000050,2026-06,0,0.0,0,0,0
M000051,2026-04,0,0.0,0,0,0
M000051,2026-05,0,0.0,0,0,0
M000051,2026-06,0,0.0,0,0,0
M000052,2025-09,152,103181.67,9,0,0
M000052,2025-10,97,59416.33,15,0,1
M000052,2025-11,153,97858.04,7,0,0
M000052,2025-12,153,103138.85,9,0,0
M000052,2026-01,0,0.0,0,0,0
M000052,2026-02,76,57453.39,17,0,0
M000052,2026-03,129,86759.16,20,0,0
M000052,2026-04,138,84979.04,16,0,0
M000052,2026-05,137,93770.76,25,0,0
M000052,2026-06,168,121796.77,18,0,0
M000053,2025-11,95,40797.29,18,0,0
M000053,2025-12,144,64725.4,21,0,0
M000053,2026-01,0,0.0,0,0,0
M000053,2026-02,0,0.0,0,0,0
M000053,2026-03,159,75347.02,28,0,0
M000053,2026-04,140,61901.11,13,0,0
M000053,2026-05,164,87015.53,13,0,0
M000053,2026-06,176,88210.82,15,0,0
M000054,2025-12,0,0.0,0,0,0
M000054,2026-01,17,12654.49,16,0,0
M000054,2026-02,0,0.0,0,0,0
M000054,2026-03,0,0.0,0,0,0
M000054,2026-04,0,0.0,0,0,0
M000054,2026-05,24,18510.31,19,0,0
M000054,2026-06,20,14814.92,16,0,0
M000055,2025-12,0,0.0,0,0,0
M000055,2026-01,0,0.0,0,0,0
M000055,2026-02,28,22935.65,30,0,1
M000055,2026-03,22,15762.21,16,0,0
M000055,2026-04,0,0.0,0,0,0
M000055,2026-05,0,0.0,0,0,0
M000055,2026-06,37,27643.77,8,0,0
M000056,2025-07,98,40427.34,20,0,0
M000056,2025-08,0,0.0,0,0,0
M000056,2025-09,0,0.0,0,0,0
M000056,2025-10,92,44841.43,18,0,0
M000056,2025-11,0,0.0,0,0,0
M000056,2025-12,125,58105.08,19,0,0
M000056,2026-01,84,46568.51,5,0,0
M000056,2026-02,95,40526.11,18,0,0
M000056,2026-03,139,62608.46,21,0,0
M000056,2026-04,137,58323.13,22,0,1
M000056,2026-05,129,56433.24,18,0,0
M000056,2026-06,71,35758.34,14,0,0
M000057,2026-01,0,0.0,0,0,0
M000057,2026-02,0,0.0,0,0,0
M000057,2026-03,0,0.0,0,0,0
M000057,2026-04,0,0.0,0,0,0
M000057,2026-05,14,8805.58,16,0,0
M000057,2026-06,0,0.0,0,0,0
M000058,2025-08,0,0.0,0,0,0
M000058,2025-09,129,60986.24,23,0,1
M000058,2025-10,218,99383.17,18,0,0
M000058,2025-11,0,0.0,0,0,0
M000058,2025-12,182,67985.93,21,0,0
M000058,2026-01,218,107206.53,18,0,0
M000058,2026-02,145,59976.83,21,0,0
M000058,2026-03,0,0.0,0,0,0
M000058,2026-04,227,103605.66,13,0,1
M000058,2026-05,228,108110.29,18,0,0
M000058,2026-06,158,85846.87,27,0,0
M000059,2026-03,0,0.0,0,0,0
M000059,2026-04,0,0.0,0,0,0
M000059,2026-05,120,47447.1,11,0,0
M000059,2026-06,91,38423.54,24,1,0
M000060,2026-03,0,0.0,0,0,0
M000060,2026-04,39,26263.45,28,0,0
M000060,2026-05,0,0.0,0,0,0
M000060,2026-06,0,0.0,0,0,0
M000061,2026-06,0,0.0,0,0,0
M000062,2026-03,0,0.0,0,0,0
M000062,2026-04,0,0.0,0,0,0
M000062,2026-05,0,0.0,0,0,0
M000062,2026-06,12,5311.06,24,0,1
M000063,2025-11,0,0.0,0,0,0
M000063,2025-12,0,0.0,0,0,0
M000063,2026-01,356,113801.89,21,0,0
M000063,2026-02,384,129718.94,24,0,1
M000063,2026-03,348,116767.84,23,1,0
M000063,2026-04,501,149959.42,20,1,0
M000063,2026-05,365,94294.54,23,0,0
M000063,2026-06,502,172810.12,20,0,0
M000064,2026-06,0,0.0,0,0,0
M000065,2025-11,0,0.0,0,0,0
M000065,2025-12,0,0.0,0,0,0
M000065,2026-01,0,0.0,0,0,0
M000065,2026-02,0,0.0,0,0,0
M000065,2026-03,6,2934.54,21,0,0
M000065,2026-04,35,13065.62,13,0,0
M000065,2026-05,0,0.0,0,0,0
M000065,2026-06,0,0.0,0,0,0
M000066,2025-10,0,0.0,0,0,1
M000066,2025-11,0,0.0,0,0,0
M000066,2025-12,0,0.0,0,0,0
M000066,2026-01,0,0.0,0,0,0
M000066,2026-02,0,0.0,0,0,0
M000066,2026-03,0,0.0,0,0,0
M000066,2026-04,0,0.0,0,0,0
M000066,2026-05,29,19970.87,15,0,0
M000066,2026-06,61,34917.6,11,0,0
M000067,2026-05,297,86403.91,13,0,0
M000067,2026-06,0,0.0,0,0,0
M000068,2025-11,0,0.0,0,0,0
M000068,2025-12,13,10224.24,25,0,0
M000068,2026-01,0,0.0,0,0,1
M000068,2026-02,0,0.0,0,0,0
M000068,2026-03,0,0.0,0,0,0
M000068,2026-04,14,8089.01,13,0,0
M000068,2026-05,17,11207.72,17,0,0
M000068,2026-06,21,12101.37,21,0,0
M000069,2025-07,0,0.0,0,0,0
M000069,2025-08,0,0.0,0,0,0
M000069,2025-09,402,195804.55,9,1,0
M000069,2025-10,0,0.0,0,0,0
M000069,2025-11,361,172516.62,17,0,0
M000069,2025-12,325,148472.43,21,0,0
M000069,2026-01,392,183881.8,19,0,0
M000069,2026-02,378,203789.33,22,0,0
M000069,2026-03,0,0.0,0,0,0
M000069,2026-04,354,187463.63,16,2,2
M000069,2026-05,396,194601.24,19,0,0
M000069,2026-06,308,181438.61,8,0,2
M000070,2025-12,410,124610.15,17,2,1
M000070,2026-01,0,0.0,0,0,0
M000070,2026-02,0,0.0,0,0,0
M000070,2026-03,0,0.0,0,0,0
M000070,2026-04,0,0.0,0,0,0
M000070,2026-05,419,102773.1,10,0,0
M000070,2026-06,557,144027.07,26,0,0
M000071,2026-04,0,0.0,0,0,0
M000071,2026-05,273,109468.92,24,1,0
M000071,2026-06,172,83004.4,16,0,0
M000072,2025-09,0,0.0,0,0,0
M000072,2025-10,0,0.0,0,0,0
M000072,2025-11,0,0.0,0,0,0
M000072,2025-12,0,0.0,0,0,0
M000072,2026-01,0,0.0,0,0,0
M000072,2026-02,0,0.0,0,0,0
M000072,2026-03,0,0.0,0,0,0
M000072,2026-04,0,0.0,0,0,0
M000072,2026-05,37,11740.57,12,0,0
M000072,2026-06,0,0.0,0,0,0
M000073,2025-12,0,0.0,0,0,0
M000073,2026-01,119,75420.01,22,0,0
M000073,2026-02,102,63205.51,22,0,0
M000073,2026-03,135,89856.21,19,0,0
M000073,2026-04,0,0.0,0,0,0
M000073,2026-05,117,68226.3,13,0,0
M000073,2026-06,0,0.0,0,0,0
M000074,2025-08,0,0.0,0,0,0
M000074,2025-09,21,9856.22,24,0,1
M000074,2025-10,0,0.0,0,0,0
M000074,2025-11,23,10328.8,19,0,0
M000074,2025-12,0,0.0,0,0,0
M000074,2026-01,0,0.0,0,0,0
M000074,2026-02,0,0.0,0,0,0
M000074,2026-03,23,12280.0,16,0,0
M000074,2026-04,0,0.0,0,0,0
M000074,2026-05,32,17382.03,20,0,0
M000074,2026-06,0,0.0,0,0,1
M000075,2026-03,0,0.0,0,0,0
M000075,2026-04,0,0.0,0,0,0
M000075,2026-05,13,6969.36,12,0,0
M000075,2026-06,0,0.0,0,0,0
M000076,2025-12,0,0.0,0,0,0
M000076,2026-01,0,0.0,0,0,0
M000076,2026-02,0,0.0,0,0,1
M000076,2026-03,0,0.0,0,0,0
M000076,2026-04,0,0.0,0,0,0
M000076,2026-05,131,54844.8,22,0,0
M000076,2026-06,0,0.0,0,0,0
M000077,2025-10,0,0.0,0,0,0
M000077,2025-11,0,0.0,0,0,0
M000077,2025-12,0,0.0,0,0,0
M000077,2026-01,0,0.0,0,0,0
M000077,2026-02,0,0.0,0,0,0
M000077,2026-03,0,0.0,0,0,0
M000077,2026-04,0,0.0,0,0,0
M000077,2026-05,14,12177.56,17,0,0
M000077,2026-06,35,26476.91,27,0,0
M000078,2025-09,17,8706.34,26,0,1
M000078,2025-10,0,0.0,0,0,0
M000078,2025-11,0,0.0,0,0,0
M000078,2025-12,0,0.0,0,0,0
M000078,2026-01,0,0.0,0,0,0
M000078,2026-02,0,0.0,0,0,0
M000078,2026-03,29,14617.81,25,0,0
M000078,2026-04,0,0.0,0,0,0
M000078,2026-05,0,0.0,0,0,0
M000078,2026-06,0,0.0,0,0,0
M000079,2026-01,0,0.0,0,0,0
M000079,2026-02,0,0.0,0,0,0
M000079,2026-03,0,0.0,0,0,0
M000079,2026-04,0,0.0,0,0,0
M000079,2026-05,0,0.0,0,0,0
M000079,2026-06,0,0.0,0,0,0
M000080,2026-03,0,0.0,0,0,1
M000080,2026-04,367,118835.72,14,1,0
M000080,2026-05,215,69240.46,27,0,0
M000080,2026-06,198,65512.01,16,0,0
M000081,2026-06,0,0.0,0,0,0
M000082,2025-12,0,0.0,0,0,0
M000082,2026-01,0,0.0,0,0,0
M000082,2026-02,0,0.0,0,0,0
M000082,2026-03,0,0.0,0,0,0
M000082,2026-04,0,0.0,0,0,0
M000082,2026-05,0,0.0,0,0,0
M000082,2026-06,0,0.0,0,0,0
M000083,2025-08,23,9765.72,13,0,0
M000083,2025-09,0,0.0,0,0,0
M000083,2025-10,0,0.0,0,0,0
M000083,2025-11,33,12813.41,23,0,1
M000083,2025-12,23,10123.83,23,0,1
M000083,2026-01,0,0.0,0,0,0
M000083,2026-02,0,0.0,0,0,0
M000083,2026-03,0,0.0,0,0,0
M000083,2026-04,29,11272.13,15,0,0
M000083,2026-05,24,10185.18,20,0,0
M000083,2026-06,17,6916.99,20,0,0
M000084,2026-04,0,0.0,0,0,0
M000084,2026-05,290,119115.66,24,0,0
M000084,2026-06,0,0.0,0,0,0
M000085,2026-02,0,0.0,0,0,0
M000085,2026-03,84,37066.71,19,0,0
M000085,2026-04,0,0.0,0,0,0
M000085,2026-05,0,0.0,0,0,0
M000085,2026-06,174,70967.89,15,0,0
M000086,2026-03,0,0.0,0,0,0
M000086,2026-04,0,0.0,0,0,0
M000086,2026-05,0,0.0,0,0,0
M000086,2026-06,23,9266.4,25,0,0
M000087,2025-08,0,0.0,0,0,0
M000087,2025-09,0,0.0,0,0,0
M000087,2025-10,0,0.0,0,0,0
M000087,2025-11,0,0.0,0,0,0
M000087,2025-12,0,0.0,0,0,0
M000087,2026-01,0,0.0,0,0,0
M000087,2026-02,0,0.0,0,0,0
M000087,2026-03,34,12731.98,17,0,0
M000087,2026-04,0,0.0,0,0,0
M000087,2026-05,0,0.0,0,0,0
M000087,2026-06,24,11319.29,26,0,2
M000088,2025-10,0,0.0,0,0,0
M000088,2025-11,0,0.0,0,0,0
M000088,2025-12,0,0.0,0,0,0
M000088,2026-01,0,0.0,0,0,0
M000088,2026-02,30,21536.51,15,0,1
M000088,2026-03,0,0.0,0,0,0
M000088,2026-04,0,0.0,0,0,0
M000088,2026-05,0,0.0,0,0,0
M000088,2026-06,0,0.0,0,0,0
M000089,2026-04,0,0.0,0,0,0
M000089,2026-05,0,0.0,0,0,0
M000089,2026-06,15,9355.31,21,0,0
M000090,2026-04,0,0.0,0,0,0
M000090,2026-05,0,0.0,0,0,0
M000090,2026-06,448,152111.98,19,0,0
M000091,2025-12,0,0.0,0,0,0
M000091,2026-01,0,0.0,0,0,0
M000091,2026-02,96,62939.49,19,0,0
M000091,2026-03,143,88128.39,17,0,0
M000091,2026-04,72,50095.78,20,1,1
M000091,2026-05,0,0.0,0,0,0
M000091,2026-06,122,84189.35,21,0,0
M000092,2026-04,51,31024.61,20,0,1
M000092,2026-05,0,0.0,0,0,0
M000092,2026-06,0,0.0,0,0,0
M000093,2026-05,0,0.0,0,0,0
M000093,2026-06,0,0.0,0,0,0
M000094,2025-11,25,10759.5,18,0,0
M000094,2025-12,0,0.0,0,0,0
M000094,2026-01,0,0.0,0,0,0
M000094,2026-02,25,11220.71,17,0,0
M000094,2026-03,0,0.0,0,0,0
M000094,2026-04,0,0.0,0,0,0
M000094,2026-05,39,14931.79,13,0,0
M000094,2026-06,28,13217.12,18,0,0
M000095,2026-05,160,70281.05,30,0,0
M000095,2026-06,0,0.0,0,0,0
M000096,2025-10,0,0.0,0,0,0
M000096,2025-11,0,0.0,0,0,0
M000096,2025-12,0,0.0,0,0,0
M000096,2026-01,0,0.0,0,0,0
M000096,2026-02,4,2542.09,20,0,0
M000096,2026-03,4,2777.96,20,0,0
M000096,2026-04,0,0.0,0,0,0
M000096,2026-05,0,0.0,0,0,0
M000096,2026-06,11,6463.68,13,0,0
M000097,2025-09,0,0.0,0,0,0
M000097,2025-10,0,0.0,0,0,0
M000097,2025-11,0,0.0,0,0,0
M000097,2025-12,0,0.0,0,0,0
M000097,2026-01,0,0.0,0,0,0
M000097,2026-02,276,91104.78,14,1,0
M000097,2026-03,211,62256.06,15,0,0
M000097,2026-04,295,72860.65,12,1,0
M000097,2026-05,324,101173.2,30,0,0
M000097,2026-06,227,65738.41,12,0,0
M000098,2026-03,0,0.0,0,0,0
M000098,2026-04,0,0.0,0,0,0
M000098,2026-05,291,85489.51,18,1,0
M000098,2026-06,0,0.0,0,0,0
M000099,2026-02,0,0.0,0,0,0
M000099,2026-03,0,0.0,0,0,0
M000099,2026-04,25,16118.79,2,0,0
M000099,2026-05,0,0.0,0,0,0
M000099,2026-06,2,1222.75,19,0,0
M000100,2025-08,0,0.0,0,0,0
M000100,2025-09,0,0.0,0,0,2
M000100,2025-10,0,0.0,0,0,0
M000100,2025-11,180,92076.3,14,0,0
M000100,2025-12,193,86319.78,22,0,0
M000100,2026-01,191,81095.81,13,0,0
M000100,2026-02,256,112361.18,17,0,0
M000100,2026-03,162,70001.14,16,0,0
M000100,2026-04,145,69475.27,11,1,1
M000100,2026-05,266,123272.7,17,0,0
M000100,2026-06,187,84210.94,16,1,0
M000101,2026-04,0,0.0,0,0,0
M000101,2026-05,0,0.0,0,0,0
M000101,2026-06,0,0.0,0,0,0
M000102,2025-09,0,0.0,0,0,0
M000102,2025-10,0,0.0,0,0,0
M000102,2025-11,19,13830.89,14,0,0
M000102,2025-12,0,0.0,0,0,0
M000102,2026-01,0,0.0,0,0,0
M000102,2026-02,0,0.0,0,0,0
M000102,2026-03,12,7658.89,14,0,0
M000102,2026-04,2,1377.88,7,0,0
M000102,2026-05,16,10357.99,13,0,0
M000102,2026-06,0,0.0,0,0,0
M000103,2026-04,409,133282.93,22,0,0
M000103,2026-05,0,0.0,0,0,0
M000103,2026-06,0,0.0,0,0,0
M000104,2025-07,0,0.0,0,0,0
M000104,2025-08,24,11922.49,14,0,0
M000104,2025-09,28,11342.36,13,0,1
M000104,2025-10,0,0.0,0,0,0
M000104,2025-11,0,0.0,0,0,0
M000104,2025-12,0,0.0,0,0,0
M000104,2026-01,36,19151.68,16,0,0
M000104,2026-02,0,0.0,0,0,0
M000104,2026-03,14,6446.95,19,0,0
M000104,2026-04,48,24607.12,7,0,0
M000104,2026-05,0,0.0,0,0,0
M000104,2026-06,0,0.0,0,0,0
M000105,2026-04,0,0.0,0,0,0
M000105,2026-05,0,0.0,0,0,0
M000105,2026-06,0,0.0,0,0,0
M000106,2026-04,521,296706.46,21,0,0
